"Multi-Targeted Adversarial Example in Evasion Attack on Deep Neural Network","H. Kwon; Y. Kim; K. Park; H. Yoon; D. Choi","School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Department of Electrical Engineering, Korea Military Academy, Seoul, South Korea; Department of Computer and Information Security, Sejong University, Seoul, South Korea; School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Department of Medical Information, Kongju National University, Gongju, South Korea","IEEE Access","","2018","6","","46084","46096","Deep neural networks (DNNs) are widely used for image recognition, speech recognition, pattern analysis, and intrusion detection. Recently, the adversarial example attack, in which the input data are only slightly modified, although not an issue for human interpretation, is a serious threat to a DNN as an attack as it causes the machine to misinterpret the data. The adversarial example attack has been receiving considerable attention owing to its potential threat to machine learning. It is divided into two categories: targeted adversarial example and untargeted adversarial example. The untargeted adversarial example happens when machines misclassify an object into an incorrect class. In contrast, the targeted adversarial example attack causes machines to misinterpret the image as the attacker's desired class. Thus, the latter is a more elaborate and powerful attack than the former. The existing targeted adversarial example is a single targeted attack that allows only one class to be recognized. However, in some cases, a multitargeted adversarial example can be useful for an attacker to make multiple models recognize a single original image as different classes. For example, an attacker can use a single road sign generated by a multi-targeted adversarial example scheme to make model A recognize it as a stop sign and model B recognize it as a left turn, whereas a human might recognize it as a right turn. Therefore, in this paper, we propose a multi-targeted adversarial example that attacks multiple models within each target class with a single modified image. To produce such examples, we carried out a transformation to maximize the probability of different target classes by multiple models. We used the MNIST datasets and TensorFlow library for our experiment. The experimental results showed that the proposed scheme for generating a multi-targeted adversarial example achieved a 100% attack success rate.","","","10.1109/ACCESS.2018.2866197","National Research Foundation of Korea; Korea Government (MSIT); Institute for Information and Communications Technology Promotion; Korea Government (MSIT) (Security Technologies for Financial Fraud Prevention on Fintech); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8439941","Deep neural network (DNN);evasion attack;adversarial example;machine learning","Target recognition;Distortion;Machine learning;Training;Neural networks;Image recognition;Perturbation methods","image recognition;learning (artificial intelligence);neural nets;pattern classification;probability;security of data","evasion attack;deep neural network;untargeted adversarial example;targeted adversarial example attack;multitargeted adversarial example scheme;image recognition;speech recognition;pattern analysis;intrusion detection;human interpretation;machine learning;probability;tensorflow library","","6","","44","","","","","IEEE","IEEE Journals"
"Handling Uncertainty in Social Lending Credit Risk Prediction with a Choquet Fuzzy Integral Model","A. Namvar; M. Naderpour","Decision Systems and e-Service Intelligence Laboratory Centre for Artificial Intelligence (CAI), Faculty of Engineering and IT, University of Technology Sydney (UTS), Broadway NSW 2007, PO Box 123, Australia; Decision Systems and e-Service Intelligence Laboratory Centre for Artificial Intelligence (CAI), Faculty of Engineering and IT, University of Technology Sydney (UTS), Broadway NSW 2007, PO Box 123, Australia","2018 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)","","2018","","","1","8","As one of the main business models in the financial technology field, peer-to-peer (P2P) lending has disrupted traditional financial services by providing an online platform for lending money that has remarkably reduced financial costs. However, the inherent uncertainty in P2P loans can result in huge financial losses for P2P platforms. Therefore, accurate risk prediction is critical to the success of P2P lending platforms. Indeed, even a small improvement in credit risk prediction would be of benefit to P2P lending platforms. This paper proposes an innovative credit risk prediction framework that fuses base classifiers based on a Choquet fuzzy integral. Choquet integral fusion improves creditworthiness evaluations by synthesizing the prediction results of multiple classifiers and finding the largest consistency between outcomes among conflicting and consistent results. The proposed model was validated through experimental analysis on a real-world dataset from a well-known P2P lending marketplace. The empirical results indicate that the combination of multiple classifiers based on fuzzy Choquet integrals outperforms the best base classifiers used in credit risk prediction to date. In addition, the proposed methodology is superior to some conventional combination techniques.","","","10.1109/FUZZ-IEEE.2018.8491600","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8491600","Choquet fuzzy integral;fuzzy measure;credit risk prediction;peer-to-peer lending","Mathematical model;Predictive models;Peer-to-peer computing;Forestry;Uncertainty;Logistics;Boosting","bank data processing;fuzzy set theory;innovation management;integral equations;Internet;pattern classification;peer-to-peer computing;risk analysis","social lending credit risk prediction;financial technology field;peer-to-peer lending;online platform;financial costs;inherent uncertainty;P2P lending platforms;innovative credit risk prediction framework;base classifiers;Choquet integral fusion;multiple classifiers;P2P lending marketplace;business models;choquet fuzzy integral model;financial services;money lending;P2P loans","","1","","24","","","","","IEEE","IEEE Conferences"
"Are fintechs really a hype? A machine learning-based polarity analysis of Brazilian posts on social media","M. P. Seara; A. Malucelli; A. O. Santin; J. P. Barddal","Specialization in Big Data & Analytics, Pontifícia Universidade Católica do Paraná Curitiba, Curitiba, Brazil; Programa de Pós-Graduação em Informática (PPGIa), Pontifícia Universidade Católica do Paraná, Curitiba, Brazil; Programa de Pós-Graduação em Informática (PPGIa), Pontifícia Universidade Católica do Paraná, Curitiba, Brazil; Programa de Pós-Graduação em Informática (PPGIa), Pontifícia Universidade Católica do Paraná, Curitiba, Brazil","2018 IEEE 16th International Conference on Industrial Informatics (INDIN)","","2018","","","233","238","Fintechs are technology companies that, in contrast to traditional banks, are engaged in digital solutions for payment, money transfers, and real-time notifications. Taking advantage of digital means of communication, most of the service interactions between fintechs and customers occurs via chats or posts in social media. In this work, our goal is to use machine learning to analyze these posts and identify what are the terms used by customers to express positive, neutral and negative customer experiences. During this analysis, we assess the following questions using data from the 3 biggest fintechs in Brazil: (i) what are the most commented topics on social media regarding fintechs, (ii) what are the words more often used by customers to express positive, negative and neutral reactions to the customer service obtained; and (iii) what kind of machine learning model should a fintech use to automatically identify whether a post is positive, negative or neutral.","","","10.1109/INDIN.2018.8471986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8471986","","Social network services;Banking;Companies;Machine learning;Big Data;Task analysis;Radio frequency","customer satisfaction;customer services;learning (artificial intelligence);social networking (online);text analysis;word processing","money transfers;real-time notifications;Fintechs;technology companies;Brazilian posts;machine learning model;customer service;social media","","","","19","","","","","IEEE","IEEE Conferences"
"Digitization of the economy of Ukraine: Strategic challenges and implementation technologies","N. Pantielieieva; S. Krynytsia; Y. Zhezherun; M. Rebryk; L. Potapenko","Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164","2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT)","","2018","","","508","515","The main directions, challenges, threats of digitization of the national economy of Ukraine have been considered in the paper. The attention is focused on the found weaknesses and the imperfection of the strategy and the state policy of digitization of Ukraine's economy. The authors have proven the potential and new possibilities of solving public finance management problems with the usage of blockchain technology. It has been justified that activation of transformation processes in the real economy sector due to the introduction of Industry 4.0 concept is important for Ukraine. The paper reveals basic principles and technologies, the experience of the European Union, and characterizes Industry 4.0 view in Ukraine. The development of the latest financial technologies - FinTech - has been recognized as the driver of digital transformation of financial services. The types of FinTech innovations, the features of increasing competition between FinTech companies and traditional financial intermediaries, the tendencies of FinTech development in Ukraine have been characterized.","","","10.1109/DESSERT.2018.8409186","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8409186","digital divide;digital gap;digital economy;digital transformations;Industry 4.0;BigData;Artificial intelligence;AI;Internet of Things;IoT;innovation;financial innovation;FinTech","Economics;Industries;Investment;Internet;Public finance;Technological innovation","economics;financial data processing;financial management;government policies;public finance","digitization;strategic challenges;national economy;public finance management problems;blockchain technology;economy sector;digital transformation;financial technologies;Ukraine economy;state policy;Industry 4.0 concept;European Union;FinTech innovations;financial services;financial intermediaries;FinTech development","","","","22","","","","","IEEE","IEEE Conferences"
"A novel credit scoring framework for auto loan using an imbalanced-learning-based reject inference","Y. Kang; R. Cui; J. Deng; N. Jia","College of Management and Economics, Tianjin University, Tianjin, China; FInSight AI Lab, Qingdao Fantaike Technology Co., Ltd, Qingdao, China; FInSight AI Lab, Qingdao Fantaike Technology Co., Ltd, Qingdao, China; College of Management and Economics, Tianjin University, Tianjin, China","2019 IEEE Conference on Computational Intelligence for Financial Engineering & Economics (CIFEr)","","2019","","","1","8","Along with the booming consumer credit market, credit scoring has received an increasing concern in auto financial companies. However, the modeling without rejected applicants and the imbalanced distribution of accepted examples affect the predictive performance. In this paper, we propose a novel framework for credit scoring using an imbalanced-learning-based reject inference. First, we employ an imbalanced learning for the accepted applicant data using Synthetic Minority Over-sampling Technique for reject inference. Second, we conduct reject inference for rejected applicants based on a graph-based semi-supervised learning algorithm, which is called label propagation. Third, we use tree-based ensemble learning models as base classifiers to train the combined training data. Finally, we give an exact experiment for assessment using data from a Chinese auto loan company. The results indicate that the proposed novel framework performs better than comparative models, which represents a progressive method for auto loan.",";","","10.1109/CIFEr.2019.8759110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8759110","financial technology;credit scoring;imbalanced learning;reject inference;graph-based semi-supervised learning;label propagation","Semisupervised learning;Inference algorithms;Classification algorithms;Companies;Biological system modeling;Training;Data models","finance;graph theory;learning (artificial intelligence);pattern classification","imbalanced-learning-based reject inference;booming consumer credit market;auto financial companies;rejected applicants;imbalanced distribution;accepted examples;predictive performance;imbalanced learning;accepted applicant data;graph-based semisupervised learning algorithm;tree-based ensemble learning models;base classifiers;combined training data;Chinese auto loan company;credit scoring framework;synthetic minority over-sampling technique","","","","31","","","","","IEEE","IEEE Conferences"
"Artificial Intelligence for Conversational Robo-Advisor","M. Day; J. Lin; Y. Chen","Department of Information Management, Tamkang University, Taiwan; Department of Information Management, Tamkang University, Taiwan; Department of Information Management, Tamkang University, Taiwan","2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM)","","2018","","","1057","1064","With the advent of the artificial intelligence (AI) era, the combination of AI with financial technology (FinTech) has become a development trend in the financial industry. However, deep learning (DL) on the application of automated financial management has been rarely investigated. Thus, this research focuses on the applications of FinTech and DL in asset allocation and aims to optimize investment portfolio. The best investment portfolio in index-based funds based on Taiwan's index-type security investment trust funds are the main investment targets. Time series models for DL, that is, long short-term memory, predict the increase of each investment target and find the best investment portfolio in combination with the relevant asset allocation theory. In this research, we use the Markowitz mean-variance and Black-Litterman models as our asset allocation models for robo-advisor. Results show that the Black-Litterman model has a better accumulated return performance than the Morkowitz model and outperforms other strategies. The Human-Computer Interaction (HCI) dialogue service adopts artificial intelligence markup language (AIML) and a generative model. The main contribution of this paper is that we have developed an integrated knowledge-based and generative-based models for AI conversational robo-advisor.",";","","10.1109/ASONAM.2018.8508269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8508269","Artificial Intelligence (AI);Conversational Commerce;Deep Learning;Financial Technology (FinTech);Robo-Advisor","Resource management;Portfolios;Investment;Computational modeling;Neural networks;Knowledge based systems","financial data processing;financial management;human computer interaction;hypermedia markup languages;investment;knowledge based systems;learning (artificial intelligence);stock markets;time series","financial technology;FinTech;financial industry;deep learning;automated financial management;investment portfolio;time series models;Black-Litterman model;asset allocation models;artificial intelligence markup language;generative model;AI conversational robo-advisor;artificial intelligence;AIML;asset allocation theory;Taiwan's index-type security investment trust funds;human-computer interaction;HCI","","","","24","","","","","IEEE","IEEE Conferences"
"A Stock-Movement Aware Approach for Discovering Investors' Personalized Preferences in Stock Markets","J. Chang; W. Tu","NA; NA","2018 IEEE 30th International Conference on Tools with Artificial Intelligence (ICTAI)","","2018","","","275","280","It is very useful to endow machines with the ability to understand users' personalized preferences. In this paper, we propose a novel methodology for discovering investors' personalized preferences in stock markets. Our work is able to estimate investors' personalized preferences for each stock and thus helpful for realizing investment recommendation, for instance through recommending real-time news or others' opinions on stocks preferred by the target user. Compared to conventional approaches, our method effectively incorporates stock movements for estimating investors' preference. By capturing stock-movement patterns influencing users' preferences, our method can find users with a similar investment philosophy and then increase the effect of preference prediction. An experimental evaluation with two real-world datasets demonstrates the effectiveness of our approach.",";","","10.1109/ICTAI.2018.00051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8576049","Recommendation Systems, Personalization, Stock Markets, Fintech","Investment;Stock markets;Mathematical model;Filtering;Tools;Real-time systems;Predictive models","estimation theory;investment;stock markets","stock-movement aware approach;stock markets;stock-movement patterns;preference prediction;investors personalized preferences;investor preference estimation","","","","20","","","","","IEEE","IEEE Conferences"
"Financial Time-Series Data Analysis Using Deep Convolutional Neural Networks","J. Chen; W. Chen; C. Huang; S. Huang; A. Chen","NA; NA; NA; NA; NA","2016 7th International Conference on Cloud Computing and Big Data (CCBD)","","2016","","","87","92","A novel financial time-series analysis method based on deep learning technique is proposed in this paper. In recent years, the explosive growth of deep learning researches have led to several successful applications in various artificial intelligence and multimedia fields, such as visual recognition, robot vision, and natural language processing. In this paper, we focus on the time-series data processing and prediction in financial markets. Traditional feature extraction approaches in intelligent trading decision support system are used to applying several technical indicators and expert rules to extract numerical features. The major contribution of this paper is to improve the algorithmic trading framework with the proposed planar feature representation methods and deep convolutional neural networks (CNN). The proposed system is implemented and benchmarked in the historical datasets of Taiwan Stock Index Futures. The experimental results show that the deep learning technique is effective in our trading simulation application, and may have greater potentialities to model the noisy financial data and complex social science problems. In the future, we expected that the proposed methods and deep learning framework could be applied to more innovative applications in the next financial technology (FinTech) generation.","","","10.1109/CCBD.2016.027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7979885","Deep learning;data visualization;trend prediction;convolutional neural networks;machine learning","Machine learning;Neural networks;Feature extraction;Time series analysis;Data models;Training;Market research","decision support systems;feature extraction;feedforward neural nets;financial data processing;learning (artificial intelligence);stock markets;time series","financial time-series data analysis;deep convolutional neural networks;deep learning;multimedia fields;artificial intelligence;financial markets;feature extraction;intelligent trading decision support system;numerical features;planar feature representation;historical datasets;Taiwan Stock Index Futures;trading simulation application;next financial technology generation;FinTech;time-series data processing;time-series data prediction","","5","","33","","","","","IEEE","IEEE Conferences"
"Electronic Packaging Solutions for Artificial Intelligence Applications (Invited talk)","D. Hu","SiPlus Co., Hsinchu, Taiwan","2018 13th International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)","","2018","","","127","129","Artificial intelligence is the most talked about technology. Because of its widespread influence on all aspect of human life in the next decade and beyond. Name a few, Self-driving cars, bio-tech, health, medicine, robotics, smart cities, AIoT, Energy and FinTech, the list goes on and on. To electronic packaging the hardware of AI, there are many types of packaging forms depends on the system architecture of the AI. Basically, it follows Von Neumann computer architecture for high performance computing (HPC). Processors are closely communicated with the nearby memory units for data exchange. There are other emerging technologies for AI, like quantum computing and Neuron inspired processor. This paper is focused in the packaging of high end Von Neumann type of computer system.",";","","10.1109/IMPACT.2018.8625827","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8625827","","Substrates;Silicon;Artificial intelligence;Packaging;Through-silicon vias;Patents;Electronics packaging","artificial intelligence;electronics packaging;microprocessor chips;neural nets;parallel architectures;quantum computing","neuron inspired processor;data exchange;HPC;AI hardware;computer system;high end Von Neumann type;quantum computing;emerging technologies;nearby memory units;high performance computing;Von Neumann computer architecture;system architecture;packaging forms;widespread influence;artificial intelligence applications;electronic packaging solutions","","","","5","","","","","IEEE","IEEE Conferences"
"Objective Barriers to the Implementation of Blockchain Technology in the Financial Sector","I. A. Kruglova; V. A. Dolbezhkin","Deputy rector of International Banking Institute (IBI); Associate Professor of the Department of banking and innovative financial technologies, International Banking Institute (IBI), Saint-Petersburg, RF","2018 International Conference on Artificial Intelligence Applications and Innovations (IC-AIAI)","","2018","","","47","50","The article is devoted to the discussion of actual problems of introduction of blockchain technology in banking business, the solution of which determines the prospects of wide commercialization of these innovations. Commercial banks' interest in innovation is determined by the threat of steadily declining business profitability and a new competitive threat to traditional sources of income from new fin-technologies. Despite the active development of crypto-innovations (algorithms, platforms, crypto-currencies), the use of blockchain by banks in the financial sector is still very modest. Like most of the participants in this market, banks only carefully test computer technologies for managing a distributed ledger, and therefore objective barriers hindering progress in this area are of actual interest to specialists and researchers. The application of any innovative technology in the banking business depends on the successful compliance of new opportunities and time-tested requirements of consumers in the financial sector. In particular for the technology of the blockchain, just has not fully resolved key-problems of standardization, boundary identification, security and cyber-security, reliability of execution transaction, scalability of projects, etc. Here considered the main barriers, from the author's viewpoint, of implementation of the blockchain in the banking business, confirmed by the authoritative materials of centers for innovative financial technology.","","","10.1109/IC-AIAI.2018.8674451","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8674451","bank;distributed registry;DLT;blockchain","Blockchain;Cryptocurrency;Distributed ledger;Companies","banking;cryptocurrencies;financial data processing","boundary identification;cyber-security;business profitability;commercial banks;blockchain technology;innovative financial technology;banking business;objective barriers;computer technologies;financial sector;crypto-currencies;crypto-innovations;competitive threat","","","","14","","","","","IEEE","IEEE Conferences"
"Predicting the success of bank telemarketing using deep convolutional neural network","K. Kim; C. Lee; S. Jo; S. Cho","Department of Computer Science, Yonsei University, Seoul, Republic of Korea; Department of Computer Science, Yonsei University, Seoul, Republic of Korea; Department of Computer Science, Yonsei University, Seoul, Republic of Korea; Department of Computer Science, Yonsei University, Seoul, Republic of Korea","2015 7th International Conference of Soft Computing and Pattern Recognition (SoCPaR)","","2015","","","314","317","Recently, exploitations of the financial big data to solve the real world problems have been to the fore. Deep neural networks are one of the famous machine learning classifiers as their automatic feature extractions are useful, and even more, their performance is impressive in practical problems. Deep convolutional neural network, one of the promising deep neural networks, can handle the local relationship between their nodes which can make this model powerful in the area of image and speech recognition. In this paper, we propose the deep convolutional neural network architecture that predicts whether a given customer is proper for bank telemarketing or not. The number of layers, learning rate, initial value of nodes, and other parameters that should be set to construct deep convolutional neural network are analyzed and proposed. To validate the proposed model, we use the bank marketing data of 45,211 phone calls collected during 30 months, and attain 76.70% of accuracy which outperforms other conventional classifiers.","","","10.1109/SOCPAR.2015.7492828","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7492828","Deep learning;Convolutional neural network;Bank telemarketing;Fintech;Big data","Neural networks;Feature extraction;Kernel;Convolution;Instruments;Correlation;Support vector machines","banking;Big Data;learning (artificial intelligence);marketing;neural net architecture","bank telemarketing data;financial Big Data;machine learning classifiers;automatic feature extraction;deep neural networks;deep-convolutional neural network architecture;learning rate;node value;layer number;phone calls","","1","","10","","","","","IEEE","IEEE Conferences"
"User-Assisted Log Analysis for Quality Control of Distributed Fintech Applications","I. Itkin; A. Gromova; A. Sitnikov; D. Legchikov; E. Tsymbalov; R. Yavorskiy; A. Novikov; K. Rudakov","Exactpro Systems; Exactpro Systems; Exactpro Systems; Exactpro Systems; Skolkovo Institute of Science and Technology; Higher School of Economics; Higher School of Economics; Higher School of Economics","2019 IEEE International Conference On Artificial Intelligence Testing (AITest)","","2019","","","45","51","Testing of distributed systems is a complex task, which is hampered by the impossibility of guaranteed reproduction of errors associated with race conditions. Even minor instrumentation of the system significantly changes its characteristics, which becomes critical, especially for load testing. All of that increases the importance of quality control methods based on the system log analysis. In this paper, we present our experience of semi-automated analysis of the behavior of clearing and settlement system by utilizing its logs for the purpose of identifying and classifying errors.","","","10.1109/AITest.2019.000-9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8718213","Log Analysis;Clustering;Distributed Applications;Fintech","Data mining;Testing;Quality control;Computer science;Economics;Instruments;Software","program testing;software quality;system monitoring","user-assisted log analysis;distributed fintech applications;distributed systems;complex task;impossibility;race conditions;instrumentation;load testing;quality control methods;semiautomated analysis;clearing settlement system;logs;identifying classifying errors","","","","38","","","","","IEEE","IEEE Conferences"
"Artificial Intelligence in Financial Services – Need to Blend Automation with Human Touch","A. Mehrotra","Deptt. of Business & Management, Amity University, Dubai, Dubai, UAE","2019 International Conference on Automation, Computational and Technology Management (ICACTM)","","2019","","","342","347","Artificial Intelligence is the latest in the series of disruptions manifested by computer science. AI has been rapidly transforming the dynamics of banking and financial services industry also. The established and emerging capabilities of AI are being combined, reconstituted and re-formulated in unexpected ways and are throwing up new opportunities and new challenges but at the same time posing new threats also. Apart from the ethico-neutral character of technology and its attendant threats like cyber-crimes and macro-financial risks, a major question to be inquired into is its sustainability as it tends to replace humans and the related personal touch which most often is the essence of financial services industry thriving on the art of customization and customer delight. The instant paper attempts to examine relatively under-explored perspective of AI replacing humans in the space of banking and financial services and unmindfully heralding the flight of personal touch and service customization which are the cornerstone of customer satisfaction and delight in industries like banking and financial services known for their fiduciary and responsible character.","","","10.1109/ICACTM.2019.8776741","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8776741","Machine Learning;Chabot;NLP;Robo Advisors;FinTech;Eva","Artificial intelligence;Banking;Automation;Service robots;Insurance","artificial intelligence;bank data processing;customer satisfaction;customer services;service industries","financial services industry;macro-financial risks;service customization;customer satisfaction;artificial Intelligence;human touch;banking services industry;automation","","","","27","","","","","IEEE","IEEE Conferences"
"A Market Making Quotation Strategy Based on Dual Deep Learning Agents for Option Pricing and Bid-Ask Spread Estimation","P. Hsu; C. Chou; S. Huang; A. Chen","National Chiao Tung University, Institute of Information Management, Hsinchu, Taiwan, R.O.C; National Chiao Tung University, Institute of Information Management, Hsinchu, Taiwan, R.O.C; National Chiao Tung University, Department of Information Management and Finance, Hsinchu, Taiwan, R.O.C; National Chiao Tung University, Department of Information Management and Finance, Hsinchu, Taiwan, R.O.C","2018 IEEE International Conference on Agents (ICA)","","2018","","","99","104","Traditional professional traders and institutional investors utilized complex statistical models to price various derivative contracts and make trading decisions in the option and future markets. In recent years, with the rapid growth of algorithmic trading and program trading, the advanced information and communication technology has become an indispensable element for high-frequency traders, especially for the market makers. In addition, artificial intelligence and deep learning also plays an important role in novel financial technology (FinTech) research field. In this paper, we proposed a market making quotation strategy based on deep learning structure and practical finance domain knowledge. The proposed dual agents will simultaneously model the option prices and bid-ask spreads. The experiments demonstrate that our system can precisely estimate the value of options than famous financial engineering models. It also can be extended to develop proper market making quotation strategies to trade the options of Taiwan Stock Exchange Capitalization Weighted Stock Index(TAIEX).","","","10.1109/AGENTS.2018.8460084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8460084","option pricing;market makers;bid-ask spread;deep learning","Biological system modeling;Pricing;Neural networks;Machine learning;Indexes;Security;Estimation","financial data processing;financial management;learning (artificial intelligence);pricing;stock markets","financial engineering models;artificial intelligence;Taiwan stock exchange capitalization weighted stock index;TAIEX;deep learning structure;financial technology;market makers;high-frequency traders;advanced information;program trading;algorithmic trading;future markets;trading decisions;derivative contracts;complex statistical models;institutional investors;traditional professional traders;bid-ask spread estimation;option pricing;dual deep learning agents;market making quotation strategy;proper market;practical finance domain knowledge","","","","13","","","","","IEEE","IEEE Conferences"
"IEEE Intelligent Systems Special Issue on AI and Fintech","","","IEEE Intelligent Systems","","2019","34","3","52","52","Prospective authors are requested to submit new, unpublished manuscripts for inclusion in the upcoming event described in this call for papers.",";","","10.1109/MIS.2019.2922716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8766165","","","","","","","","","","","","","IEEE","IEEE Magazines"